IGAECGHFL8^1470.00^04/08/18 20:08:02 PM^107412421800^Success^AIPL_AVENIPL
IGAECGHFL7^199.00^04/08/18 20:08:02 PM^107412421554^Success^AIPL_AVENIPL
IGAECGHBW8^111.00^04/08/18 20:08:03 PM^107412422372^Success^AIPL_AVENIPL
IGAECGGZS8^26.00^04/08/18 20:08:04 PM^107412422281^Success^AIPL_AVENIPL
IGAECGHBX8^1687.00^04/08/18 20:08:05 PM^107412420793^Success^AIPL_AVENIPL
IGAECGGZS5^398.00^04/08/18 20:08:05 PM^107412421850^Success^AIPL_AVENIPL
IGAECGHBY2^3333.00^04/08/18 20:08:06 PM^107412422148^Success^AIPL_AVENIPL
IGAECGHFN8^699.00^04/08/18 20:08:07 PM^CCAFH2ACH972^Success^AIPL_OLIVBRD
IGAECGHFP0^111.00^04/08/18 20:08:10 PM^107412422293^Success^AIPL_AVENIPL
IGAECGHFQ2^111.00^04/08/18 20:08:12 PM^107412422314^Success^AIPL_AVENIPL
IGAECGHFQ9^6071.00^04/08/18 20:08:14 PM^107412421459^Success^AIPL_ITGATLD
IGAECGGZW0^111.00^04/08/18 20:08:14 PM^107412422164^Success^AIPL_AVENIPL
IGAECGHFR1^49.00^04/08/18 20:08:14 PM^107412421821^Success^AIPL_AVENIPL
IGAECGHFR8^2503.00^04/08/18 20:08:15 PM^107412422037^Success^AIPL_YAONPLT
IGAECGHFR6^16.00^04/08/18 20:08:15 PM^107412421961^Success^AIPL_AVENIPL
IGAECGGZW5^111.00^04/08/18 20:08:16 PM^107412422192^Success^AIPL_AVENIPL
